9788025707135;Babièka drsòaèka;10%;238.00;38;4;134.15;536.60;Walliams David;KOS172641;EXPL-79146/2018/K;
9788072035533;Èarodìjùv uèeò;10%;298.00;38;2;167.96;335.92;Preussler Otfried;KOS107651;EXPL-79146/2018/K;
9788074741135;Deník;10%;296.00;38;2;166.84;333.68;Franková Anne;KOS200888;EXPL-79146/2018/K;
9788025718926;Dlouhý, temný èas svaèiny duše;10%;298.00;38;2;167.96;335.92;Adams Douglas;KOS217474;EXPL-79146/2018/K;
9788025707470;Dvì vìže (brož.);10%;258.00;38;1;145.42;290.84;Tolkien J. R. R.;KOS175566;EXPL-79146/2018/K;
9788072037223;Hobit;10%;298.00;38;5;167.96;839.80;Tolkien J. R. R.;KOS128365;EXPL-79146/2018/K;
9788072038022;Hobit - ilustrované vydání;10%;389.00;38;3;219.25;657.75;Tolkien J. R. R.;KOS131324;EXPL-79146/2018/K;
9788074321474;Jaro;10%;249.00;38;2;140.35;280.70;Bernerová Rotraut Susanne;KOS167411;EXPL-79146/2018/K;
9788025711088;Krysburger;10%;238.00;38;2;134.15;268.30;Walliams David;KOS193369;EXPL-79146/2018/K;
9788025722145;Lidské vìdomí a tajemství smrti;10%;298.00;38;2;167.96;335.92;Grof Stanislav;KOS213869;EXPL-79146/2018/K;
9788073876098;Nahé slunce;10%;269.00;38;2;151.62;303.24;Asimov Isaac;KOS175484;EXPL-79146/2018/K;
9788087994375;Numbers hezky èesky;10%;325.00;38;2;183.18;366.36;Èihaø  Michal;KOS208547;EXPL-79146/2018/K;
9788074328497;Opuštìná spoleènost;10%;289.00;38;5;162.89;814.45;Tabery Erik;KOS232828;EXPL-79146/2018/K;
9788025723746;Pránájáma - technika dechu;10%;298.00;38;4;167.96;671.84;Van Lysebeth André;KOS228280;EXPL-79146/2018/K;
9788090656543;Psychologie ovlivòování;10%;385.00;38;1;217.00;217.00;Prokùpek Vít;KOS228799;EXPL-79146/2018/K;
9788074910418;S elegancí ježka;10%;199.00;38;1;112.16;224.32;Barberyová Muriel;KOS186647;EXPL-79146/2018/K;
9788025721964;Sídlo èerva;10%;198.00;38;2;111.60;223.20;Martin George R.R.;KOS227042;EXPL-79146/2018/K;
9788025700426;Silmarillion;10%;298.00;38;4;167.96;671.84;Tolkien J. R. R.;KOS134616;EXPL-79146/2018/K;
9783981557664;THOVT – brány Atlantidy;10%;350.00;38;1;197.27;197.27;Simoné Kerstin;KOS195533;EXPL-79146/2018/K;
9788074226427;To že byl život?;10%;369.00;38;5;207.98;1039.90;Halík Tomáš;KOS244193;EXPL-79146/2018/K;
9788025722602;Totální nasazení;10%;498.00;38;1;280.69;280.69;Hodan Tomáš,Nezbeda Ondøej,Soukupová Petra;KOS235306;EXPL-79146/2018/K;
9788072274055;Všechno nejlepší. Tisíc èísel a dvacet let Salonu Práva;10%;449.00;38;2;253.07;506.14;;KOS241487;EXPL-79146/2018/K;
