9788072037278;Dvì vìže;10%;298.00;38;1;167.96;167.96;Tolkien J. R. R.;KOS130372;EXPL-86390/2018/K;
9788090646711;Hravouka;10%;290.00;38;2;163.45;326.90;Vostradovská Tereza;KOS221346;EXPL-86390/2018/K;
9788090520783;Jak si postavit dùm;10%;290.00;38;1;163.45;163.45;Sodomka Martin;KOS205610;EXPL-86390/2018/K;
9788025711088;Krysburger;10%;238.00;38;2;134.15;268.30;Walliams David;KOS193369;EXPL-86390/2018/K;
9788074321481;Léto;10%;249.00;38;2;140.35;280.70;Bernerová Rotraut Susanne;KOS167412;EXPL-86390/2018/K;
9788072951482;Loï;10%;138.00;38;2;77.78;155.56;Vácha Marek Orko;KOS177473;EXPL-86390/2018/K;
9788025724101;Mìsíc je drsná milenka;10%;398.00;38;1;224.33;224.33;Heinlein Robert A.;KOS226650;EXPL-86390/2018/K;
9788085862935;Milarepa;10%;439.00;38;2;247.44;494.88;Tomáš Eduard;KOS235840;EXPL-86390/2018/K;
9788072037193;Na cestì;10%;298.00;38;1;167.96;167.96;Kerouac Jack;KOS126409;EXPL-86390/2018/K;
9788025725023;Nestvùra z Essexu;10%;398.00;38;5;224.33;1121.65;Perryová Sarah;KOS240138;EXPL-86390/2018/K;
9788072155460;Noèní práce;10%;248.00;38;2;139.78;279.56;Topol Jáchym;KOS230750;EXPL-86390/2018/K;
9788025723562;O psaní;10%;238.00;38;1;134.15;134.15;Bukowski Charles;KOS224408;EXPL-86390/2018/K;
9788088013389;Pohleïte do zrcadla!;10%;550.00;38;1;310.00;310.00;Nejedlý Martin;KOS224081;EXPL-86390/2018/K;
9788087580721;Posvátná krajina;10%;278.00;38;1;156.69;156.69;Cílek Václav;KOS191012;EXPL-86390/2018/K;
9788026082088;Proè (a jak) psychosomatika funguje?;10%;390.00;38;2;219.82;439.64;Klímová Jarmila,Fialová Michaela;KOS208496;EXPL-86390/2018/K;
9788072603770;Pøíbìhy Corsa rosa;10%;597.00;38;2;336.49;672.98;Macek Tomáš;KOS239801;EXPL-86390/2018/K;
9788072603695;Pøíbìhy Staré dámy;10%;997.00;38;2;561.95;1123.90;Macek Tomáš;KOS236474;EXPL-86390/2018/K;
9788090498587;Vìjíø 2017 - sborník èeské mangy;10%;159.00;38;1;89.62;89.62;;KOS231833;EXPL-86390/2018/K;
9788081000706;Žádná setkání nejsou náhodná;10%;168.00;38;1;94.69;94.69;Pollak Kay;KOS142497;EXPL-86390/2018/K;
